,year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target,O3_lag1,O3_lag2,NO2_lag1,NO2_lag2,Spike
79743,2021.0,11.0,14.0,17.0,159.64,3.98,39.61,12.26,0.88,-1.92,-1.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.3,52.4,7.45,4.25,135.3,120.07,0
139190,2023.0,7.0,22.0,18.0,6.65,74.63,14.38,6.63,2.29,-1.36,0.52,0.7943949609652238,1.6021887159533075,0.8251493094438223,12.0,18.95,25.2,27.23,16.67,10.75,0
19883,2020.0,1.0,19.0,13.0,51.33,20.47,19.56,11.21,0.84,-1.8,1.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,16.6,34.45,12.7,12.55,34.55,14.05,0
64613,2021.0,6.0,14.0,20.0,116.87,23.48,34.28,6.98,0.01,-2.4,-1.23,0.7943949609652238,1.6021887159533075,0.8251493094438223,7.25,80.35,34.9,47.77,19.02,46.78,0
2975,2019.0,8.0,5.0,9.0,0.02,99.31,15.1,5.97,1.32,-1.46,5.04,0.7943949609652238,1.6021887159533075,0.8251493094438223,59.3,42.2,53.0,49.9,19.32,12.97,0
149497,2023.0,11.0,5.0,20.0,20.37,65.75,19.4,7.72,-0.21,-2.0,-1.17,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.88,26.12,16.4,6.57,95.17,48.3,0
150388,2023.0,11.0,11.0,21.0,84.5,21.9,19.81,13.2,3.34,-0.55,-1.5,0.7943949609652238,1.6021887159533075,0.8251493094438223,11.52,24.02,4.8,15.3,72.83,13.9,0
79455,2021.0,11.0,12.0,15.0,162.18,10.34,34.8,4.93,5.98,-2.58,-1.95,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.88,102.95,7.12,4.93,119.03,66.6,0
91995,2022.0,3.0,23.0,12.0,80.34,26.11,13.61,7.23,2.59,-2.38,-1.62,0.7943949609652238,1.6021887159533075,0.8251493094438223,46.58,8.65,42.0,80.03,33.0,54.6,0
66258,2021.0,7.0,2.0,23.0,267.58,15.12,32.9,18.34,-1.81,0.86,-1.85,0.7943949609652238,1.6021887159533075,0.8251493094438223,59.92,9.62,43.8,69.58,29.62,12.57,0
105883,2022.0,8.0,6.0,16.0,124.72,18.6,16.88,8.94,2.94,-0.7,0.42,0.7943949609652238,1.6021887159533075,0.8251493094438223,14.7,44.73,20.18,10.3,100.28,59.2,0
144506,2023.0,9.0,13.0,3.0,53.3,29.91,23.81,8.15,-3.19,2.41,-0.1,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.25,6.4,2.42,6.9,21.4,24.18,0
21685,2020.0,2.0,8.0,5.0,43.63,30.89,12.99,7.43,1.32,1.02,4.22,0.7943949609652238,1.6021887159533075,0.8251493094438223,39.7,64.55,67.3,28.77,36.98,43.85,0
106828,2022.0,8.0,13.0,10.0,160.8,6.9,31.25,6.61,3.64,-1.93,0.68,0.7943949609652238,1.6021887159533075,0.8251493094438223,12.4,10.3,29.28,38.22,9.97,14.03,0
113261,2022.0,10.0,18.0,20.0,19.27,95.59,28.85,7.46,-1.53,-1.41,1.9,0.7943949609652238,1.6021887159533075,0.8251493094438223,8.1,91.0,7.8,5.7,38.38,62.05,0
135049,2023.0,5.0,25.0,12.0,7.02,105.47,13.77,21.44,1.62,-0.09,0.21,0.7943949609652238,1.6021887159533075,0.8251493094438223,49.83,4.05,67.67,65.32,8.3,5.47,0
137903,2023.0,7.0,1.0,23.0,19.74,118.73,28.48,17.67,2.6,0.69,-0.81,0.7943949609652238,1.6021887159533075,0.8251493094438223,32.15,2.02,4.47,5.95,7.97,8.42,0
166143,2024.0,4.0,13.0,22.0,0.0,116.7,27.77,12.34,1.81,-0.0,-1.4,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.45,12.42,47.48,34.45,15.15,16.45,0
113340,2022.0,10.0,19.0,10.0,0.3,139.18,27.29,9.56,2.05,-1.04,2.6,0.7943949609652238,1.6021887159533075,0.8251493094438223,97.45,42.27,131.52,33.25,14.6,9.2,0
152478,2023.0,12.0,1.0,0.0,17.88,133.68,28.91,12.28,1.32,-0.93,-0.31,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.35,14.3,2.83,1.27,27.5,15.5,0
22958,2020.0,2.0,18.0,7.0,35.55,36.6,26.06,7.37,-1.48,1.54,1.94,0.7943949609652238,1.6021887159533075,0.8251493094438223,80.58,24.2,52.15,90.88,14.52,38.47,0
142570,2023.0,8.0,30.0,11.0,0.9,94.29,29.83,11.96,0.5,-1.84,0.05,0.7943949609652238,1.6021887159533075,0.8251493094438223,17.45,5.7,17.6,40.2,3.98,9.85,0
145607,2023.0,9.0,21.0,19.0,40.53,63.56,10.78,6.27,-2.27,-2.75,-0.91,0.7943949609652238,1.6021887159533075,0.8251493094438223,28.88,9.15,4.42,4.28,16.9,12.67,0
162961,2024.0,3.0,14.0,7.0,0.04,87.44,27.36,7.08,0.0,0.02,2.03,0.76,1.6021887159533075,0.8251493094438223,102.55,31.98,88.1,8.85,15.5,15.85,0
147207,2023.0,10.0,5.0,17.0,48.35,19.52,22.33,21.02,2.42,2.2,0.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.45,27.22,14.98,5.75,48.27,153.35,0
122517,2023.0,1.0,23.0,6.0,0.65,99.51,10.88,5.65,2.17,-1.85,0.31,0.7943949609652238,1.6021887159533075,0.8251493094438223,22.55,42.0,123.42,19.9,75.33,21.8,0
90954,2022.0,3.0,13.0,16.0,81.15,29.11,34.36,7.86,1.65,-1.64,0.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.4,78.62,1.55,5.2,75.33,139.97,0
30952,2020.0,5.0,22.0,17.0,41.13,44.83,11.75,16.55,4.74,0.02,1.4,0.7943949609652238,1.6021887159533075,0.8251493094438223,10.28,94.03,25.32,5.58,81.7,110.5,0
95110,2022.0,4.0,29.0,15.0,88.14,104.24,36.38,8.46,0.74,-1.62,-0.19,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.73,59.1,1.27,7.65,57.77,115.65,0
165896,2024.0,4.0,10.0,20.0,8.69,84.54,17.0,19.74,-0.51,-0.94,-2.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,11.0,122.28,7.45,1.65,80.15,111.7,0
146581,2023.0,10.0,1.0,6.0,6.06,89.54,31.13,20.91,-3.37,1.3,0.15,0.7943949609652238,1.6021887159533075,0.8251493094438223,70.1,9.98,95.78,41.88,32.92,9.3,0
156555,2024.0,1.0,10.0,21.0,0.37,72.44,19.92,19.39,-0.89,0.6,-0.21,0.7943949609652238,1.6021887159533075,0.8251493094438223,17.33,70.4,12.5,4.6,26.45,40.7,0
27127,2020.0,4.0,4.0,1.0,172.09,50.27,26.6,15.05,0.65,0.76,0.87,0.7943949609652238,1.6021887159533075,0.8251493094438223,16.43,31.8,20.23,21.0,21.98,18.5,0
105701,2022.0,8.0,5.0,14.0,116.72,12.4,23.5,6.92,0.14,-0.84,-0.15,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.62,32.6,12.48,20.2,70.88,50.8,0
75650,2021.0,10.0,9.0,10.0,175.33,14.56,20.61,19.16,-4.91,-0.66,-3.85,0.7943949609652238,1.6021887159533075,0.8251493094438223,69.4,41.17,77.75,111.52,11.2,7.53,0
135072,2023.0,5.0,25.0,18.0,8.78,56.08,12.77,18.11,1.74,0.22,-1.15,0.7943949609652238,1.6021887159533075,0.8251493094438223,19.2,24.12,29.52,5.35,11.95,20.12,0
74993,2021.0,10.0,2.0,2.0,127.71,21.26,34.26,9.02,-2.48,0.84,-0.01,0.7943949609652238,1.6021887159533075,0.8251493094438223,56.05,39.18,8.18,0.37,25.6,9.45,0
80864,2021.0,11.0,27.0,20.0,224.73,6.52,36.75,18.96,3.26,-1.98,-4.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,24.3,121.05,28.9,2.2,40.48,45.7,0
55866,2021.0,3.0,25.0,2.0,135.73,3.39,18.76,9.27,1.53,2.04,-1.24,0.7943949609652238,1.6021887159533075,0.8251493094438223,8.38,7.85,2.0,14.75,20.88,32.45,0
67966,2021.0,7.0,17.0,7.0,176.11,4.05,33.87,7.74,0.29,-1.67,-1.17,0.7943949609652238,1.6021887159533075,0.8251493094438223,23.67,12.43,34.2,39.88,11.73,62.07,0
103801,2022.0,7.0,18.0,0.0,116.93,18.16,30.6,13.16,0.51,-0.95,0.78,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.4,8.65,4.53,58.92,44.52,20.0,0
96586,2022.0,5.0,14.0,11.0,181.54,9.39,38.87,6.49,4.43,-0.65,-1.11,0.7943949609652238,1.6021887159533075,0.8251493094438223,75.08,15.28,182.12,132.08,11.3,16.57,0
139401,2023.0,7.0,25.0,20.0,19.2,102.41,12.74,6.58,2.29,-0.58,-0.15,0.7943949609652238,1.6021887159533075,0.8251493094438223,9.95,13.75,21.6,32.77,7.67,14.05,0
117303,2022.0,12.0,2.0,2.0,19.95,71.46,29.28,11.04,2.2,-1.12,2.84,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.45,35.05,1.45,1.95,30.07,78.05,0
10309,2019.0,10.0,20.0,6.0,11.92,36.28,18.25,16.82,1.54,-1.85,4.23,0.7943949609652238,1.6021887159533075,0.8251493094438223,108.33,47.08,105.33,84.55,21.4,20.25,1
33188,2020.0,6.0,15.0,7.0,39.07,31.43,30.42,9.76,0.24,0.24,1.83,0.7943949609652238,1.6021887159533075,0.8251493094438223,109.55,21.68,143.03,55.58,8.6,18.88,1
78402,2021.0,11.0,3.0,7.0,120.04,18.98,33.26,5.19,-0.66,0.74,-0.47,0.7943949609652238,1.6021887159533075,0.8251493094438223,161.75,41.85,95.53,70.05,51.48,34.57,1
62447,2021.0,5.0,25.0,11.0,103.41,13.89,19.77,19.83,-2.24,-0.1,-1.9,0.7943949609652238,1.6021887159533075,0.8251493094438223,133.15,6.95,138.2,53.7,20.92,1.9,1
90176,2022.0,3.0,5.0,9.0,16.03,156.71,30.73,8.36,1.28,-2.64,0.86,0.7943949609652238,0.94,0.8251493094438223,138.6,19.9,80.32,82.55,14.68,38.62,1
60127,2021.0,5.0,1.0,7.0,243.97,46.44,31.08,8.12,2.0,-1.99,-1.78,0.7943949609652238,1.6021887159533075,0.8251493094438223,128.18,30.23,194.05,119.62,35.77,10.67,1
168448,2024.0,5.0,22.0,12.0,19.82,48.83,12.99,21.56,-1.23,1.1,-2.02,0.7943949609652238,1.6021887159533075,0.8251493094438223,126.08,16.48,90.98,80.65,31.4,20.4,1
82203,2021.0,12.0,8.0,7.0,159.58,14.27,15.34,10.33,-0.19,0.11,-1.85,1.83,2.5,0.73,120.08,41.67,45.42,79.8,17.9,52.92,1
33877,2020.0,6.0,22.0,7.0,44.94,21.68,15.34,9.43,1.03,0.34,1.22,0.7943949609652238,1.6021887159533075,0.8251493094438223,109.27,22.38,102.9,97.38,11.53,9.9,1
28658,2020.0,4.0,22.0,12.0,41.7,15.37,9.78,6.15,-1.01,1.59,1.36,0.7943949609652238,1.6021887159533075,0.8251493094438223,110.65,10.03,109.0,77.68,3.6,10.55,1
61003,2021.0,5.0,7.0,10.0,137.31,7.5,23.11,5.97,2.65,-0.03,-0.2,0.7943949609652238,1.6021887159533075,0.8251493094438223,124.35,8.45,143.4,81.9,21.53,7.0,1
33350,2020.0,6.0,17.0,10.0,21.16,27.01,28.57,7.21,-0.6,1.62,1.91,0.7943949609652238,1.6021887159533075,0.8251493094438223,124.55,22.32,112.03,53.67,12.5,11.2,1
44094,2020.0,10.0,22.0,10.0,101.82,66.12,18.1,11.17,0.33,0.05,-2.59,0.7943949609652238,1.6021887159533075,0.8251493094438223,137.5,31.88,65.7,175.15,19.07,66.6,1
166037,2024.0,4.0,13.0,7.0,32.52,52.3,21.06,15.76,-0.68,-1.59,2.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,142.4,28.52,71.35,135.72,19.0,37.4,1
163351,2024.0,3.0,18.0,9.0,44.94,49.23,25.68,13.91,-3.15,-0.14,-1.94,0.7943949609652238,1.6021887159533075,0.8251493094438223,122.2,15.2,133.97,114.25,40.42,10.62,1
83976,2021.0,12.0,25.0,8.0,147.9,5.03,23.79,10.01,0.98,-1.58,-2.56,0.7943949609652238,1.6021887159533075,0.8251493094438223,108.45,67.55,81.38,29.83,74.2,99.65,1
47629,2020.0,12.0,3.0,7.0,211.91,10.18,32.8,11.67,2.43,-1.57,-2.41,0.7943949609652238,1.6021887159533075,0.8251493094438223,117.75,55.1,114.75,99.17,37.02,82.5,1
44699,2020.0,10.0,29.0,8.0,84.0,16.64,35.76,6.95,-0.81,-1.31,-3.16,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.15,35.73,39.62,112.82,68.43,25.93,1
62698,2021.0,5.0,27.0,9.0,203.74,38.98,22.38,21.34,-2.67,2.35,-1.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,151.1,19.32,67.02,57.25,12.1,105.0,1
30015,2020.0,5.0,9.0,12.0,23.04,65.76,11.92,10.16,-3.75,0.84,1.24,0.7943949609652238,1.6021887159533075,0.8251493094438223,111.6,15.47,73.85,149.53,8.5,13.38,1
94561,2022.0,4.0,24.0,9.0,39.35,109.34,11.24,7.39,-2.72,0.49,1.51,0.7943949609652238,1.6021887159533075,0.8251493094438223,146.27,10.25,86.17,173.1,6.67,4.17,1
53234,2021.0,2.0,16.0,12.0,131.98,11.79,34.6,8.26,-4.61,1.61,-0.4,0.7943949609652238,1.6021887159533075,0.8251493094438223,104.92,68.88,68.95,78.75,24.93,51.1,1
45549,2020.0,11.0,13.0,7.0,191.03,3.55,41.74,9.4,2.89,-0.88,-2.18,0.7943949609652238,1.6021887159533075,0.8251493094438223,122.1,51.73,93.6,144.75,23.82,36.5,1
170581,2024.0,6.0,12.0,12.0,17.95,40.29,22.7,10.15,-0.25,-0.36,0.41,0.7943949609652238,1.6021887159533075,0.8251493094438223,189.1,13.2,95.05,175.95,38.3,53.25,1
46552,2020.0,11.0,24.0,8.0,132.52,22.47,25.31,21.57,3.72,-1.33,-1.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,110.38,44.42,148.65,68.62,90.28,31.67,1
59283,2021.0,4.0,25.0,7.0,135.05,24.65,26.25,10.47,-0.75,0.09,-3.01,0.7943949609652238,1.6021887159533075,0.8251493094438223,109.82,12.18,3.52,98.88,9.95,22.88,1
11050,2019.0,10.0,28.0,6.0,29.81,43.3,26.59,7.75,-1.26,-1.85,2.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,128.43,17.53,53.65,64.12,14.3,16.5,1
171014,2024.0,6.0,15.0,12.0,48.84,20.18,25.29,6.64,2.22,-1.44,3.14,0.7943949609652238,1.6021887159533075,0.8251493094438223,116.12,14.48,119.6,64.18,12.77,27.5,1
115852,2022.0,11.0,17.0,10.0,23.57,62.28,28.0,11.84,-1.07,1.72,2.14,0.7943949609652238,1.6021887159533075,0.8251493094438223,129.35,26.57,63.8,63.6,10.08,47.92,1
116698,2022.0,11.0,26.0,8.0,17.64,67.14,23.46,19.93,-1.92,-0.43,0.92,0.7943949609652238,1.6021887159533075,0.8251493094438223,190.75,43.2,53.55,103.53,8.43,62.8,1
94466,2022.0,4.0,22.0,8.0,51.97,87.94,20.51,6.96,2.5,-0.63,1.25,0.7943949609652238,1.6021887159533075,0.8251493094438223,164.95,17.98,98.42,147.82,6.05,36.9,1
51763,2021.0,1.0,26.0,11.0,93.25,95.43,38.39,6.54,0.43,-0.85,-2.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,112.22,20.17,74.23,84.0,28.2,27.45,1
110194,2022.0,9.0,10.0,6.0,5.8,65.44,18.99,7.82,1.67,-1.42,0.24,0.7943949609652238,1.6021887159533075,0.8251493094438223,106.02,8.2,15.97,20.7,7.2,10.27,1
61086,2021.0,5.0,8.0,7.0,127.14,9.16,22.37,6.66,0.03,-1.35,-0.8,0.7943949609652238,1.6021887159533075,0.8251493094438223,138.82,19.25,23.65,70.95,4.85,4.7,1
34893,2020.0,7.0,14.0,9.0,43.98,25.85,39.53,16.38,-0.2,-0.79,2.37,0.7943949609652238,1.6021887159533075,0.8251493094438223,161.35,16.0,32.08,49.98,9.78,15.47,1
59496,2021.0,4.0,26.0,13.0,192.1,19.85,25.08,7.68,1.54,-0.63,-2.48,0.7943949609652238,1.6021887159533075,0.8251493094438223,110.22,48.8,71.58,54.2,21.15,27.4,1
33765,2020.0,6.0,21.0,11.0,45.96,45.93,17.76,8.75,2.91,-0.12,0.39,0.7943949609652238,1.6021887159533075,0.8251493094438223,111.73,16.83,46.12,96.65,12.0,10.38,1
43871,2020.0,10.0,20.0,9.0,174.59,8.53,28.09,11.18,0.85,1.12,-2.83,0.7943949609652238,1.6021887159533075,0.8251493094438223,129.53,29.62,115.0,81.6,16.52,38.5,1
168921,2024.0,5.0,25.0,13.0,46.3,33.27,10.16,21.43,-1.58,0.92,1.68,0.7943949609652238,1.6021887159533075,0.8251493094438223,144.0,11.8,78.88,98.7,23.45,14.82,1
170711,2024.0,6.0,13.0,11.0,11.91,71.91,23.29,7.9,0.62,-1.3,-0.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,140.35,15.85,118.03,150.07,13.53,8.43,1
166849,2024.0,4.0,21.0,13.0,27.31,41.7,17.51,5.78,2.49,-0.6,-1.69,0.7943949609652238,1.6021887159533075,0.8251493094438223,114.72,10.05,26.6,104.88,16.9,12.5,1
94552,2022.0,4.0,24.0,8.0,18.37,144.4,11.57,6.96,-2.09,-0.85,1.41,0.6,2.28,0.26,111.38,34.85,133.12,81.75,15.35,5.78,1
95906,2022.0,5.0,7.0,10.0,60.68,103.92,16.86,9.13,2.83,-2.05,-1.39,0.7943949609652238,1.6021887159533075,0.8251493094438223,151.57,20.9,132.75,58.08,10.55,5.45,1
30540,2020.0,5.0,18.0,7.0,92.55,11.95,28.25,16.09,1.07,0.08,1.03,0.7943949609652238,1.6021887159533075,0.8251493094438223,153.72,14.93,156.55,186.5,9.62,19.6,1
111833,2022.0,10.0,3.0,9.0,72.6,64.24,31.07,19.06,-0.95,0.8,1.62,0.7943949609652238,1.6021887159533075,0.8251493094438223,114.53,27.4,65.7,47.4,8.75,34.17,1
45859,2020.0,11.0,19.0,6.0,134.68,18.02,26.06,20.96,-0.35,0.81,-1.47,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.12,27.5,57.12,83.05,60.98,50.5,1
118676,2022.0,12.0,11.0,7.0,37.43,44.78,24.63,10.52,1.64,-1.25,1.52,1.59,1.44,1.11,120.62,73.58,32.75,43.4,16.57,79.25,1
76340,2021.0,10.0,14.0,9.0,262.34,27.08,40.49,17.03,1.38,-1.48,-1.01,0.7943949609652238,1.6021887159533075,0.8251493094438223,136.1,8.45,60.23,4.85,7.0,10.12,1
158130,2024.0,1.0,26.0,8.0,23.87,51.61,14.79,6.58,1.62,-1.22,0.67,0.7943949609652238,1.6021887159533075,0.8251493094438223,118.9,36.57,58.62,58.75,20.82,47.65,1
42530,2020.0,10.0,4.0,8.0,86.95,13.84,29.19,10.65,-1.62,-0.5,1.96,0.63,1.6021887159533075,0.8251493094438223,119.38,11.38,138.68,127.55,11.12,19.5,1
77797,2021.0,10.0,28.0,6.0,157.7,79.87,33.86,6.0,3.65,-1.53,-1.2,0.7943949609652238,1.6021887159533075,0.8251493094438223,136.1,33.52,72.75,81.85,72.58,19.35,1
165682,2024.0,4.0,7.0,4.0,53.16,20.97,12.08,19.17,-4.34,0.44,-2.91,0.7943949609652238,1.6021887159533075,0.8251493094438223,108.75,25.23,12.32,83.55,32.67,28.15,1
45233,2020.0,11.0,10.0,10.0,190.08,28.38,32.47,10.81,-5.51,1.34,-1.19,0.7943949609652238,1.6021887159533075,0.8251493094438223,118.18,33.17,74.65,137.83,39.48,56.62,1
77945,2021.0,10.0,29.0,6.0,140.88,17.95,33.76,6.3,0.45,0.66,-0.52,0.7943949609652238,1.6021887159533075,0.8251493094438223,126.83,27.42,82.58,99.78,39.77,14.38,1
115711,2022.0,11.0,15.0,9.0,38.46,166.54,31.46,18.39,2.03,1.65,2.27,0.7943949609652238,1.6021887159533075,0.8251493094438223,115.95,24.68,79.35,87.1,62.27,18.67,1
59783,2021.0,4.0,28.0,6.0,195.18,20.17,33.16,8.46,1.23,-1.31,-1.81,0.7943949609652238,1.6021887159533075,0.8251493094438223,181.85,35.67,110.47,112.05,11.63,18.52,1
61111,2021.0,5.0,8.0,13.0,149.85,11.05,15.8,6.56,4.61,-2.3,-0.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,156.62,13.68,152.52,62.65,27.1,9.4,1
80395,2021.0,11.0,22.0,6.0,132.61,12.47,17.09,20.91,2.91,-2.1,-1.03,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.82,35.03,42.4,92.38,64.85,16.42,1
92428,2022.0,3.0,28.0,8.0,141.49,52.44,29.1,14.29,-0.06,0.6,0.03,0.77,1.4,0.55,119.35,44.58,77.4,157.2,15.7,23.82,1
160350,2024.0,2.0,15.0,9.0,41.56,29.66,29.51,13.98,3.42,-0.54,2.34,0.7943949609652238,1.6021887159533075,0.8251493094438223,110.15,51.33,169.15,13.85,18.58,31.38,1
90313,2022.0,3.0,6.0,8.0,48.05,102.67,26.04,9.3,1.46,-2.02,0.31,1.97,1.81,1.09,116.3,25.38,82.15,118.2,40.78,19.85,1
167112,2024.0,4.0,24.0,8.0,0.1,107.96,6.81,5.29,1.8,-1.08,2.17,0.95,1.27,0.74,126.88,37.35,147.8,45.92,6.77,18.35,1
61110,2021.0,5.0,8.0,13.0,149.85,11.05,15.8,6.56,4.61,-2.3,-0.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,152.52,27.1,62.65,61.42,9.4,8.9,1
13392,2019.0,11.0,19.0,9.0,12.68,88.92,22.34,8.69,-2.21,0.19,2.38,0.71,1.76,0.41,140.88,27.12,97.65,106.05,35.02,25.8,1
117205,2022.0,11.0,29.0,10.0,0.79,97.06,31.11,18.05,-0.93,-0.53,3.48,0.7943949609652238,1.6021887159533075,0.8251493094438223,187.6,47.05,112.8,137.4,47.5,30.97,1
94220,2022.0,4.0,20.0,11.0,18.43,148.15,24.97,9.23,0.18,1.26,0.63,0.7943949609652238,1.6021887159533075,0.8251493094438223,113.3,20.75,74.03,62.58,8.62,44.35,1
170687,2024.0,6.0,13.0,7.0,29.38,45.62,19.05,7.39,1.62,-1.44,-0.52,0.41,1.76,0.23,109.95,18.12,104.33,124.45,13.8,9.72,1
89801,2022.0,3.0,1.0,10.0,75.68,84.01,34.77,10.93,1.6,-1.6,-0.63,0.7943949609652238,1.6021887159533075,0.8251493094438223,123.03,15.93,97.07,68.72,31.52,4.72,1
23749,2020.0,2.0,25.0,10.0,31.41,77.1,20.35,21.4,-2.29,-0.08,0.64,0.7943949609652238,1.6021887159533075,0.8251493094438223,133.93,25.65,75.78,110.55,25.6,27.65,1
59322,2021.0,4.0,25.0,12.0,134.6,16.65,28.24,8.72,-0.22,0.23,-1.67,0.7943949609652238,1.6021887159533075,0.8251493094438223,133.28,4.68,144.85,84.0,19.88,1.98,1
87815,2022.0,2.0,8.0,7.0,95.69,31.36,17.71,9.11,0.3,-2.51,-0.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,106.1,54.27,44.92,31.1,59.4,46.3,1
28950,2020.0,4.0,25.0,10.0,42.34,34.49,16.93,8.76,2.99,-1.18,2.09,0.7943949609652238,1.6021887159533075,0.8251493094438223,120.02,19.15,69.03,45.98,7.77,6.02,1
169803,2024.0,6.0,2.0,12.0,6.48,71.24,25.39,9.71,0.64,-1.82,0.37,0.7943949609652238,1.6021887159533075,0.8251493094438223,141.55,8.4,125.35,134.75,12.77,10.9,1
47275,2020.0,11.0,30.0,11.0,172.97,18.8,33.9,19.39,1.69,-0.32,-3.46,0.7943949609652238,1.6021887159533075,0.8251493094438223,112.28,14.82,61.12,131.15,78.53,32.07,1
89486,2022.0,2.0,24.0,12.0,67.85,25.68,26.8,20.16,-0.54,-1.21,-1.07,0.7943949609652238,1.6021887159533075,0.8251493094438223,128.28,39.25,65.75,63.27,18.73,81.6,1
1629,2019.0,7.0,23.0,9.0,8.29,80.67,6.83,11.93,1.29,-0.9,2.77,0.7943949609652238,1.6021887159533075,0.8251493094438223,118.12,26.42,35.7,111.0,8.02,15.47,1
149430,2023.0,11.0,5.0,9.0,59.72,33.51,19.49,6.37,-2.36,-1.14,3.08,0.7943949609652238,1.6021887159533075,0.8251493094438223,112.38,51.43,51.5,33.85,12.5,14.85,1
51908,2021.0,1.0,28.0,11.0,57.27,25.0,41.59,9.44,2.78,-1.04,-3.51,0.7943949609652238,1.6021887159533075,0.8251493094438223,130.17,75.3,121.75,72.15,29.02,57.5,1
167135,2024.0,4.0,24.0,11.0,8.23,88.82,8.79,6.25,1.81,-1.09,-0.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,142.65,9.18,33.6,116.12,11.88,21.45,1
93788,2022.0,4.0,15.0,11.0,51.82,57.32,28.51,19.87,1.23,-1.35,1.71,0.7943949609652238,1.6021887159533075,0.8251493094438223,105.33,4.8,146.82,132.68,7.3,17.85,1
41296,2020.0,9.0,24.0,9.0,54.6,30.02,19.04,9.99,0.96,0.32,2.98,0.7943949609652238,1.6021887159533075,0.8251493094438223,126.55,11.25,145.5,12.33,19.82,18.6,1
10080,2019.0,10.0,15.0,12.0,15.02,46.24,30.27,18.53,2.04,-1.29,0.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,108.62,37.45,177.95,95.75,27.9,9.18,1
45861,2020.0,11.0,19.0,6.0,157.04,7.87,26.71,20.94,-0.39,0.46,-2.3,0.7943949609652238,1.6021887159533075,0.8251493094438223,107.12,68.95,73.03,107.12,33.1,27.5,1
65694,2021.0,6.0,27.0,11.0,246.74,12.62,38.68,12.95,-0.38,0.93,-1.57,0.7943949609652238,1.6021887159533075,0.8251493094438223,130.47,7.52,121.28,133.18,23.07,8.88,1
12131,2019.0,11.0,6.0,8.0,21.3,99.78,9.13,7.21,-0.17,-0.38,-0.64,0.7943949609652238,1.6021887159533075,0.8251493094438223,165.05,45.28,49.02,48.78,15.43,43.55,1
169778,2024.0,6.0,2.0,8.0,30.27,37.24,26.17,8.81,1.7,-0.83,0.26,0.7943949609652238,1.6021887159533075,0.8251493094438223,117.17,11.02,136.62,109.45,12.5,24.4,1
167985,2024.0,5.0,15.0,11.0,42.34,41.23,29.14,20.43,-1.85,-0.68,-0.8,0.7943949609652238,1.6021887159533075,0.8251493094438223,156.35,34.8,105.12,195.9,41.88,15.1,1
14594,2019.0,12.0,1.0,8.0,0.12,120.14,25.98,17.24,0.18,-1.3,3.55,0.97,1.28,0.76,149.6,20.25,84.85,33.35,19.07,21.93,1
47255,2020.0,11.0,30.0,7.0,216.69,27.6,30.69,17.94,1.94,-0.88,-2.09,0.56,2.12,0.26,115.05,29.8,149.65,63.7,51.12,18.7,1
46673,2020.0,11.0,25.0,8.0,105.37,24.03,22.94,22.04,3.13,-0.42,-1.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,125.35,66.92,74.33,107.18,47.78,77.0,1
99010,2022.0,6.0,9.0,8.0,4.64,124.31,12.73,6.16,2.3,-0.55,0.88,0.7943949609652238,1.6021887159533075,0.8251493094438223,126.15,9.2,85.62,78.97,9.03,30.6,1
168065,2024.0,5.0,17.0,10.0,48.49,22.67,26.72,20.27,-1.06,-0.2,-0.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,127.62,13.65,143.77,160.15,24.3,16.45,1
162818,2024.0,3.0,13.0,8.0,0.05,99.53,24.6,6.63,1.43,-1.61,1.87,0.73,1.36,0.54,153.45,33.08,137.1,95.9,23.75,39.17,1
